species	chr	strand	match_status	manual_id	manual_start	manual_end	manual_type	manual_full_length	manual_hint_type	manual_scoring	agent_id	agent_start	agent_end	agent_type	agent_full_length	agent_hint_type	agent_confidence	agent_needs_review	agent_miniprot_identity	manual_in_agent_frac	agent_in_manual_frac	start_diff	end_diff	type_agree	full_length_agree	hint_type_agree
004.Borboropactus sp	chr15	-	matched	Bosp_spid00006	84424188	84430574	masp	true	Full_length	5	Bosp_spid_00006	84424188	84430574	misp	true	Full_length	high	false	0.5882	1.0	1.0	0	0	false	true	true
005.Bowie medogensis	chr02	-	matched	Bome_spid00002	113176320	113176683	cysp	false	Full_length	3	Bome_spid_00002	113176317	113176683	cysp	false	C-terminal	medium	true	0.6221	1.0	0.9918032786885246	-3	0	true	true	false
005.Bowie medogensis	chr08	-	manual_only	Bome_spid00007	70831550	70840415	masp1	true	Full_length	3																
005.Bowie medogensis	chr10	+	matched	Bome_spid00008	101004239	101004703	masp	false	Full_length	2	Bome_spid_00007	101004218	101004703	masp	false	N-terminal	medium	true		1.0	0.9567010309278351	-21	0	true	true	false
005.Bowie medogensis	chr13	+	matched	Bome_spid00010	83011126	83016576	masp	true	Full_length	5	Bome_spid_00009	83011126	83016576	masp1	true	Full_length	high	false	0.8645	1.0	1.0	0	0	false	true	true
006.Cicurina yinheensis	chr17	+	matched	Ciyi_spid000011	110893800	110901101	masp	true	Full_length	4	Ciyi_spid_00011	110893800	110901101	masp1	true	Full_length	high	false	0.5243	1.0	1.0	0	0	false	true	true
006.Cicurina yinheensis	chr17	+	matched	Ciyi_spid00009	110791724	110799505	masp	true	Full_length	4	Ciyi_spid_00009	110791724	110799505	masp1	true	Full_length	high	false	0.5909	1.0	1.0	0	0	false	true	true
006.Cicurina yinheensis	chr17	-	matched	Ciyi_spid000010	110844895	110851236	masp	true	Full_length	4	Ciyi_spid_00010	110844895	110851236	masp1	true	Full_length	high	false	0.4476	1.0	1.0	0	0	false	true	true
006.Cicurina yinheensis	chr17	-	manual_only	Ciyi_spid00008	81590340	81590791	misp	true	Full_length	5																
006.Cicurina yinheensis	chr17	-	agent_only								Ciyi_spid_00008	81578557	81590791	misp	true	Full_length	high	false	0.5464							
006.Cicurina yinheensis	chr21	-	manual_only	Ciyi_spid000012	72536099	72555106	masp1	true	Full_length	3																
007.Ctenus medogensis	chr07	-	manual_only	Ctme_spid00005	73141278	73142585	flag	false	C-terminal	3																
007.Ctenus medogensis	chr14	+	matched	Ctme_spid00009	81620194	81625692	masp	true	Full_length	4	Ctme_spid_00008	81620194	81625692	masp1	true	Full_length	high	false	0.8647	1.0	1.0	0	0	false	true	true
008.Cybaeus sp	chr12	+	manual_only	Cysp_spid00004	24040398	24042107	masp	false	C-terminal	2																
008.Cybaeus sp	chr16	+	matched	Cysp_spid00008	49306459	49313691	misp	true	Full_length	4	Cybsp_spid_00007	49306459	49313691	masp	true	Full_length	high	false	0.4086	1.0	1.0	0	0	false	true	true
008.Cybaeus sp	chr16	-	matched	Cysp_spid00010	95957378	95964839	misp	true	Full_length	4	Cybsp_spid_00009	95957378	95964839	masp	true	Full_length	high	false	0.5114	1.0	1.0	0	0	false	true	true
008.Cybaeus sp	ctg2856	+	agent_only								Cybsp_spid_00010	12408	12696	pysp	false	C-terminal	medium	true	0.3379							
009.Cyclocosmia sp	chr11	+	manual_only	Cycl_spid00001	56909079	56910353	acsp	false	C-terminal	4																
009.Cyclocosmia sp	chr32	-	manual_only	Cycl_spid00002	50672705	50673542	cysp	false	C-terminal	2																
009.Cyclocosmia sp	chr43	-	agent_only								Cycsp_spid_00001	55760853	55770947	masp/acsp	true	Full_length	medium	true	0.4517							
009.Cyclocosmia sp	chr53	+	matched	Cycl_spid00003	10917366	10925918	acsp	true	Full_length	4	Cycsp_spid_00002	10917366	10925918	masp	true	Full_length	high	false	0.459	1.0	1.0	0	0	false	true	true
009.Cyclocosmia sp	chr53	-	manual_only	Cycl_spid00004	11482797	11483271	masp	false	Full_length	3																
009.Cyclocosmia sp	chr53	-	agent_only								Cycsp_spid_00003	11479106	11483271	masp	true	Full_length	medium	true	0.4663							
009.Cyclocosmia sp	chr59	-	manual_only	Cycl_spid00006	25435100	25465621	misp	true	Full_length	3																
010.Damarchus sp	chr16	+	matched	Dasp_spid00001	162559990	162560424	acsp	false	N-terminal	2	Dasp_spid_00001	162559990	162560433	masp	false	N-terminal	medium	true		1.0	0.9796839729119639	0	9	false	true	true
011.Dolomedes nigrimaculatus	chr13	+	matched	Doni_spid00021	35001758	35008192	masp1	true	Full_length	4	Doni_spid_00021	35001758	35008175	misp	true	Full_length	high	false	0.5319	0.9973577867578489	1.0	0	-17	false	true	true
012.Ectatosticta nyingchiensis	chr01	-	agent_only								Ecny_spid_00001	223667227	223667684	acsp	false	N-terminal	medium	true								
012.Ectatosticta nyingchiensis	chr05	+	matched	Ecny_spid00005	164439207	164464514	acsp	true	Full_length	3	Ecny_spid_00006	164439207	164464514	masp	true	Full_length	medium	true	0.3548	1.0	1.0	0	0	false	true	true
012.Ectatosticta nyingchiensis	chr05	-	manual_only	Ecny_spid00004	150497708	150504217	acsp	true	Full_length	3																
012.Ectatosticta nyingchiensis	chr05	-	agent_only								Ecny_spid_00005	150503769	150504217	acsp	false	N-terminal	medium	true	0.3041							
012.Ectatosticta nyingchiensis	chr13	-	matched	Ecny_spid00013	35162523	35185445	pysp	true	Full_length	4	Ecny_spid_00011	35162523	35185445	masp	true	Full_length	medium	true	0.4017	1.0	1.0	0	0	false	true	true
012.Ectatosticta nyingchiensis	chr13	-	matched	Ecny_spid00012	35096731	35111871	pysp	true	Full_length	4	Ecny_spid_00010	35096731	35111871	masp	true	Full_length	high	false	0.3455	1.0	1.0	0	0	false	true	true
012.Ectatosticta nyingchiensis	chr13	-	agent_only								Ecny_spid_00012	35162523	35162853	pysp	false	C-terminal	medium	true	0.3477							
012.Ectatosticta nyingchiensis	scf21	-	agent_only								Ecny_spid_00014	122759	147580	acsp	true	Full_length	medium	true								
013.Evarcha sp	chr09	+	manual_only	Evsp_Spid00007	70180554	70188578	masp1	true	Full_length	3																
013.Evarcha sp	chr11	+	agent_only								Evsp_spid_00007	380550238	380557962	acsp	true	Full_length	high	false	0.5837							
013.Evarcha sp	chr12	+	manual_only	Evsp_Spid00021	115870216	115870605	misp	false	N-terminal	4																
013.Evarcha sp	chr12	+	manual_only	Evsp_Spid00017	114453873	114454300	misp	false	N-terminal	3																
013.Evarcha sp	chr12	+	agent_only								Evsp_spid_00017	114453873	114465092	misp	true	Full_length	medium	true	0.3925							
013.Evarcha sp	chr12	-	manual_only	Evsp_Spid00018	114892864	114938697	misp	true	Full_length	3																
013.Evarcha sp	chr12	-	agent_only								Evsp_spid_00018	114926272	114938697	misp	true	Full_length	medium	true	0.4895							
014.Guicybaeus sp	chr08	+	manual_only	Gusp_spid00001	203505927	203506401	cysp	false	Full_length	2																
014.Guicybaeus sp	chr08	+	agent_only								Gusp_spid_00001	203505927	203516525	cysp	true	Full_length	medium	true	0.7344							
014.Guicybaeus sp	ctg0004	+	agent_only								Gusp_spid_00006	675600	684394	misp	true	Full_length	high	false	0.6937							
014.Guicybaeus sp	ctg0004	-	agent_only								Gusp_spid_00005	236717	253730	misp	true	Full_length	high	false	0.73							
015.Heliconilla oblonga	chr01	-	matched	Heob_spid00001	393302442	393310940	masp	true	Full_length	4	Heob_spid_00001	393302442	393310940	misp	true	Full_length	high	false	0.6914	1.0	1.0	0	0	false	true	true
015.Heliconilla oblonga	chr03	+	manual_only	Heob_spid00004	227877926	227898668	masp1	true	Full_length	3																
015.Heliconilla oblonga	chr14	+	manual_only	Heob_spid00005	94210100	94211470	misp	false	C-terminal	2																
016.Hersilia striata	chr11	+	manual_only	Hest_spid00004	90346965	90357928	flag	true	Full_length	3																
017.Hippasa lycosina	chr04	+	matched	Hily_Spid00007	128101165	128111880	masp	true	Full_length	4	Hily_spid_00007	128101165	128111880	misp	true	Full_length	high	false	0.5385	1.0	1.0	0	0	false	true	true
017.Hippasa lycosina	chr04	-	matched	Hily_Spid00008	128220013	128229870	masp	true	Full_length	4	Hily_spid_00008	128220013	128229870	misp	true	Full_length	high	false	0.8472	1.0	1.0	0	0	false	true	true
017.Hippasa lycosina	chr10	+	manual_only	Hily_Spid00016	31890335	31901000	flag	true	Full_length	3																
017.Hippasa lycosina	chr13	+	manual_only	Hily_Spid00017	60862333	60863610	flag	false	C-terminal	3																
018.Jacaena bannaensis	chr03	-	matched	Jaba_spid00002	127196176	127212179	masp	true	Full_length	5	Jaba_spid_00002	127196176	127212179	misp	true	Full_length	high	false	0.3371	1.0	1.0	0	0	false	true	true
018.Jacaena bannaensis	chr11	+	manual_only	Jaba_spid00004	11816180	11825154	masp1	true	Full_length	3																
018.Jacaena bannaensis	ctg0405	+	agent_only								Jaba_spid_00004	74538	87705	pysp	true	Full_length	medium	true	0.4077							
019.Karstia sp	chr01	+	manual_only	Kasp_spid00003	71287785	71288852	agsp2	true	Full_length	3																
019.Karstia sp	chr01	+	manual_only	Kasp_spid00002	71276537	71279170	agsp2	true	Full_length	3																
019.Karstia sp	chr01	+	agent_only								Kasp_spid_00002	71287785	71288279	agsp2	false	N-terminal	medium	true	0.4586							
019.Karstia sp	chr03	-	manual_only	Kasp_spid00005	53025846	53027931	acsp	true	Full_length	3																
019.Karstia sp	chr03	-	manual_only	Kasp_spid00006	53055653	53058939	acsp	true	Full_length	3																
019.Karstia sp	chr03	-	agent_only								Kasp_spid_00004	53027455	53027931	acsp	false	N-terminal	medium	true	0.6011							
019.Karstia sp	chr03	-	agent_only								Kasp_spid_00005	53047843	53058939	acsp	true	Full_length	medium	true	0.4901							
019.Karstia sp	chr05	+	matched	Kasp_spid00009	68343692	68352427	masp	true	Full_length	4	Kasp_spid_00008	68343692	68352428	masp2	true	Full_length	high	false	0.6612	1.0	0.9998855311355311	0	1	false	true	true
019.Karstia sp	chr05	+	matched	Kasp_spid00010	68375342	68384071	masp	true	Full_length	4	Kasp_spid_00009	68375342	68384072	masp2	true	Full_length	high	false	0.5775	1.0	0.999885452462772	0	1	false	true	true
019.Karstia sp	chr05	+	matched	Kasp_spid00011	68403756	68412104	masp	true	Full_length	4	Kasp_spid_00010	68403756	68412105	masp2	true	Full_length	high	false	0.6463	1.0	0.9998802251766679	0	1	false	true	true
019.Karstia sp	chr05	-	manual_only	Kasp_spid00013	72611072	72620529	misp	true	Full_length	2																
019.Karstia sp	chr05	-	manual_only	Kasp_spid00007	15947723	15987025	flag	true	Full_length	3																
019.Karstia sp	chr05	-	agent_only								Kasp_spid_00006	15947723	15947987	flag	false	C-terminal	medium	true								
019.Karstia sp	chr07	-	manual_only	Kasp_spid00014	39855349	39862957	misp	true	Full_length	3																
019.Karstia sp	chr07	-	manual_only	Kasp_spid00015	39869393	39877186	misp	true	Full_length	3																
019.Karstia sp	chr07	-	manual_only	Kasp_spid00016	59743096	59749278	misp	true	Full_length	2																
019.Karstia sp	chr07	-	agent_only								Kasp_spid_00012	39813460	39877186	misp	true	Full_length	medium	true	0.4933							
019.Karstia sp	chr07	-	agent_only								Kasp_spid_00013	39862539	39862957	misp	false	N-terminal	medium	true	0.5085							
019.Karstia sp	chr08	+	manual_only	Kasp_spid00017	40503796	40511224	masp2	true	Full_length	4																
019.Karstia sp	chr08	+	manual_only	Kasp_spid00018	40551033	40555649	masp2	true	Full_length	4																
019.Karstia sp	chr08	+	agent_only								Kasp_spid_00015	40510918	40511223	masp2	false	C-terminal	medium	true	0.6863							
019.Karstia sp	chr08	+	agent_only								Kasp_spid_00014	40503796	40555649	masp	true	Full_length	high	false	0.6064							
019.Karstia sp	chr08	+	agent_only								Kasp_spid_00016	40551033	40551494	masp	false	N-terminal	medium	true	0.4146							
019.Karstia sp	chr09	-	manual_only	Kasp_spid00020	49351010	49352026	masp	true	Full_length	2																
019.Karstia sp	chr09	-	agent_only								Kasp_spid_00018	49351576	49352026	masp	false	N-terminal	medium	true								
019.Karstia sp	chr13	+	manual_only	Kasp_spid00024	25376844	25396837	acsp	true	Full_length	2																
020.Lathys subalberta	chr02	-	manual_only	Lasu_spid00001	130275399	130276362	acsp	false	C-terminal	2																
020.Lathys subalberta	chr03	+	matched	Lasu_spid00003	3520054	3594396	masp	true	Full_length	4	Lasu_spid_00002	3520054	3594396	masp1	true	Full_length	high	false	0.5204	1.0	1.0	0	0	false	true	true
020.Lathys subalberta	chr03	+	manual_only	Lasu_spid00005	72740782	72761340	masp1	true	Full_length	3																
020.Lathys subalberta	chr05	-	matched	Lasu_spid00006	287936582	287937265	flag	false	Full_length	2	Lasu_spid_00004	287936799	287937265	flag	false	N-terminal	medium	true	0.4062	0.6822840409956076	1.0	217	0	true	true	false
020.Lathys subalberta	chr07	+	manual_only	Lasu_spid00008	297041011	297041505	masp	false	N-terminal	3																
020.Lathys subalberta	chr07	+	agent_only								Lasu_spid_00006	297041011	297542609	misp	true	Full_length	medium	true								
020.Lathys subalberta	chr07	-	matched	Lasu_spid00009	298000486	298000959	masp	false	N-terminal	2	Lasu_spid_00007	298000520	298000959	misp	false	N-terminal	medium	true		0.9281183932346723	1.0	34	0	false	true	true
020.Lathys subalberta	chr07	-	manual_only	Lasu_spid00007	296587086	296587571	masp	false	N-terminal	3																
020.Lathys subalberta	chr07	-	agent_only								Lasu_spid_00005	296501226	296587571	masp	true	Full_length	medium	true								
020.Lathys subalberta	chr09	-	manual_only	Lasu_spid00010	243071068	243073257	pysp	true	Full_length	3																
020.Lathys subalberta	chr09	-	agent_only								Lasu_spid_00008	243072820	243073257	pysp	false	N-terminal	medium	true								
020.Lathys subalberta	chr10	+	manual_only	Lasu_spid00011	113522983	113525173	pysp	true	Full_length	3																
020.Lathys subalberta	chr10	+	agent_only								Lasu_spid_00009	113522983	113523420	pysp	false	N-terminal	medium	true								
020.Lathys subalberta	chr10	-	manual_only	Lasu_spid00012	166783900	166787046	acsp	true	Full_length	3																
020.Lathys subalberta	chr10	-	agent_only								Lasu_spid_00010	166786600	166787046	masp1	false	N-terminal	medium	true	0.5604							
020.Lathys subalberta	chr11	+	manual_only	Lasu_spid00014	64121166	64218001	flag	true	Full_length	3																
020.Lathys subalberta	chr12	+	manual_only	Lasu_spid00018	152761698	152764037	pysp	false	C-terminal	2																
020.Lathys subalberta	ctg0037	-	agent_only								Lasu_spid_00016	65228	86659	misp	true	Full_length	medium	true	0.5391							
021.Leclercera selasihensis	chr08	+	manual_only	Lese_spid00001	7058607	7083847	masp	true	Full_length	3																
021.Leclercera selasihensis	chr08	+	agent_only								Lese_spid_00001	7058607	7157583	masp	true	Full_length	medium	true								
021.Leclercera selasihensis	chr16	+	manual_only	Lese_spid00002	7094580	7110032	masp	true	Full_length	4																
021.Leclercera selasihensis	chr16	+	manual_only	Lese_spid00003	7153594	7166970	masp	true	Full_length	3																
021.Leclercera selasihensis	chr16	+	agent_only								Lese_spid_00002	7094586	7166970	masp	true	Full_length	medium	true	0.2717							
021.Leclercera selasihensis	chr16	+	agent_only								Lese_spid_00003	7153600	7154061	masp	false	N-terminal	medium	true	0.3364							
022.Loxosceles rufescens	chr04	-	manual_only	Loru_spid00001	510798234	510798998	misp	false	C-terminal	2																
022.Loxosceles rufescens	chr09	+	manual_only	Loru_spid00002	37126723	37127147	masp	false	N-terminal	2																
022.Loxosceles rufescens	chr09	+	agent_only								Loru_spid_00001	37126723	37148068	masp	true	Full_length	medium	true	1.0							
023.Macrothele washanensis	chr03	+	matched	Mawa_spid00013	135393307	135412335	masp	true	Full_length	5	Mawa_spid_00012	135393307	135412335	masp/misp	true	Full_length	medium	true	0.8347	1.0	1.0	0	0	false	true	true
023.Macrothele washanensis	chr03	+	matched	Mawa_spid00005	130555499	130561027	masp	true	Full_length	4	Mawa_spid_00005	130555499	130561027	acsp	true	Full_length	high	false	0.2975	1.0	1.0	0	0	false	true	true
023.Macrothele washanensis	chr03	+	manual_only	Mawa_spid00015	49298802	49299837	misp	false	C-terminal	2																
023.Macrothele washanensis	chr03	-	matched	Mawa_spid00014	135553532	135568492	masp	true	Full_length	4	Mawa_spid_00013	135553532	135568492	masp/acsp	true	Full_length	medium	true	0.8018	1.0	1.0	0	0	false	true	true
023.Macrothele washanensis	chr03	-	matched	Mawa_spid00012	134858413	134877330	masp	true	Full_length	5	Mawa_spid_00011	134858413	134877330	misp	true	Full_length	high	false	0.7657	1.0	1.0	0	0	false	true	true
023.Macrothele washanensis	chr03	-	matched	Mawa_spid00011	134663491	134677917	masp	true	Full_length	3	Mawa_spid_00010	134663491	134677917	cysp/misp	true	Full_length	medium	true	0.4709	1.0	1.0	0	0	false	true	true
023.Macrothele washanensis	chr03	-	matched	Mawa_spid00010	134531989	134550237	masp	true	Full_length	3	Mawa_spid_00009	134531989	134550237	acsp	true	Full_length	high	false	0.4079	1.0	1.0	0	0	false	true	true
023.Macrothele washanensis	chr39	+	manual_only	Mawa_spid00016	37561730	37595933	misp	true	Full_length	3																
024.Meta wanglangensis	chr05	-	manual_only	Mewa_spid00009	27002184	27005697	misp	true	Full_length	3																
024.Meta wanglangensis	chr05	-	agent_only								Mewa_spid_00009	27005273	27005697	misp	false	N-terminal	medium	true	0.5182							
024.Meta wanglangensis	chr06	+	matched	Mewa_spid00012	32993729	33001886	masp3b	true	Full_length	4	Mewa_spid_00012	32993729	33001886	misp	true	Full_length	high	false	0.6486	1.0	1.0	0	0	false	true	true
024.Meta wanglangensis	chr06	-	manual_only	Mewa_spid00013	39316254	39316707	flag	false	Full_length	2																
024.Meta wanglangensis	chr06	-	agent_only								Mewa_spid_00013	39311981	39316707	flag	true	Full_length	medium	true	0.861							
024.Meta wanglangensis	chr10	+	matched	Mewa_spid00024	85249360	85255419	masp	true	Full_length	4	Mewa_spid_00024	85249360	85255419	masp2	true	Full_length	high	false	0.6993	1.0	1.0	0	0	false	true	true
024.Meta wanglangensis	chr10	+	matched	Mewa_spid00021	85097434	85106490	masp	true	Full_length	4	Mewa_spid_00021	85097434	85106490	masp1	true	Full_length	high	false	0.8137	1.0	1.0	0	0	false	true	true
024.Meta wanglangensis	chr10	+	matched	Mewa_spid00019	31180424	31180682	misp	false	Full_length	2	Mewa_spid_00019	31180424	31180682	misp	false	C-terminal	medium	true	0.5385	1.0	1.0	0	0	true	true	false
024.Meta wanglangensis	chr10	+	matched	Mewa_spid00029	85749571	85749886	masp	false	C-terminal	3	Mewa_spid_00028	85749581	85749886	masp2	false	C-terminal	medium	true	0.6651	0.9682539682539683	1.0	10	0	false	true	true
024.Meta wanglangensis	chr10	+	manual_only	Mewa_spid00023	85218000	85218461	masp	false	N-terminal	2																
024.Meta wanglangensis	chr10	+	manual_only	Mewa_spid00025	85331025	85340102	masp	true	Full_length	5																
024.Meta wanglangensis	chr10	+	manual_only	Mewa_spid00026	85426574	85435177	masp	true	Full_length	5																
024.Meta wanglangensis	chr10	+	manual_only	Mewa_spid00027	85540943	85549759	masp	true	Full_length	5																
024.Meta wanglangensis	chr10	+	manual_only	Mewa_spid00028	85657820	85658135	masp	false	C-terminal	3																
024.Meta wanglangensis	chr10	+	agent_only								Mewa_spid_00025	85331025	85435177	masp2	true	Full_length	high	false	0.8952							
024.Meta wanglangensis	chr10	+	agent_only								Mewa_spid_00026	85426574	85549759	masp2	true	Full_length	high	false	0.77							
024.Meta wanglangensis	chr10	+	agent_only								Mewa_spid_00027	85540943	85658135	masp2	true	Full_length	high	false	0.77							
024.Meta wanglangensis	chr10	+	agent_only								Mewa_spid_00023	85217945	85340102	masp2	true	Full_length	high	false	0.8952							
025.Micaria jinlin	chr02	-	manual_only	Miji_spid00001	127821876	127840265	cysp	true	Full_length	3																
025.Micaria jinlin	chr02	-	agent_only								Miji_spid_00001	127802125	127840265	cysp	true	Full_length	medium	true	0.3539							
025.Micaria jinlin	chr07	-	manual_only	Miji_spid00003	78319446	78320640	misp	false	C-terminal	2																
025.Micaria jinlin	chr10	-	manual_only	Miji_spid00005	98574600	98591068	masp1	true	Full_length	3																
026.Mimetus sp	chr03	+	manual_only	Misp_spid00002	194916577	194916995	misp	false	Full_length	2																
026.Mimetus sp	chr03	+	agent_only								Misp_spid_00002	194916577	194925581	misp	true	Full_length	medium	true	0.5797							
026.Mimetus sp	chr06	+	agent_only								Misp_spid_00003	123730677	123739933	pysp	true	Full_length	high	false	0.6681							
026.Mimetus sp	chr10	-	manual_only	Misp_spid00009	120956714	120957802	flag	true	Full_length	3																
027.Neobisiidae sp	chr19	+	manual_only	Nesp_spid00001	38993433	38994296	misp	false	C-terminal	2																
028.Neriene sp	chr06	+	agent_only								Nesp_spid_00007	49631659	49639296	misp	true	Full_length	high	false	0.7957							
028.Neriene sp	chr07	+	manual_only	Nerisp_spid00008	68950150	68957034	unknown	true	Full_length	3																
028.Neriene sp	chr07	-	matched	Nerisp_spid00009	73433746	73434552	agsp1	true	Full_length	3	Nesp_spid_00009	73434104	73434552	unknown	false	N-terminal	medium	true	0.9831	0.5558312655086849	1.0	358	0	false	false	false
028.Neriene sp	chr08	+	agent_only								Nesp_spid_00011	8291431	8291696	flag	false	C-terminal	medium	true								
028.Neriene sp	chr08	+	agent_only								Nesp_spid_00012	8322165	8322430	flag	false	C-terminal	medium	true								
028.Neriene sp	chr10	+	matched	Nerisp_spid00012	72981946	72994328	masp	true	Full_length	4	Nesp_spid_00014	72981946	72994249	masp1	true	Full_length	high	false	0.7971	0.9936197706347925	1.0	0	-79	false	true	true
028.Neriene sp	chr10	-	matched	Nerisp_spid00013	73074320	73086132	masp	true	Full_length	4	Nesp_spid_00015	73074320	73086132	masp1	true	Full_length	high	false	1.0	1.0	1.0	0	0	false	true	true
028.Neriene sp	chr10	-	matched	Nerisp_spid00011	72798391	72811732	masp	true	Full_length	4	Nesp_spid_00013	72798391	72811732	masp1	true	Full_length	high	false	0.8539	1.0	1.0	0	0	false	true	true
028.Neriene sp	chr12	+	manual_only	Nerisp_spid00015	19240772	19241629	misp	false	C-terminal	2																
028.Neriene sp	chr12	-	manual_only	Nerisp_spid00014	5688308	5689096	misp	false	C-terminal	2																
029.nizha	chr01	+	manual_only	Nizha_spid00001	262796473	262828228	flag	true	Full_length	3																
029.nizha	chr02	+	manual_only	Nizha_spid00004	298575945	298598176	masp1	true	Full_length	3																
029.nizha	chr03	+	matched	Nizha_spid00005	263655980	263661067	masp	true	Full_length	5	ni_spid_00003	263655980	263661067	masp1	true	Full_length	high	false	0.7105	1.0	1.0	0	0	false	true	true
029.nizha	chr03	+	agent_only								ni_spid_00004	263756836	263757308	masp	false	N-terminal	medium	true								
029.nizha	chr03	-	agent_only								ni_spid_00005	264312168	264317249	masp1	true	Full_length	high	false	0.5396							
029.nizha	chr12	-	matched	Nizha_spid00007	18994511	18999316	masp	true	Full_length	5	ni_spid_00007	18994511	18999316	masp1	true	Full_length	high	false	0.54	1.0	1.0	0	0	false	true	true
029.nizha	chr14	-	manual_only	Nizha_spid00010	213039760	213061547	acsp	true	Full_length	3																
030.Oecobius navus	chr01	+	agent_only								Oena_spid_00003	128433767	128434212	unknown	false	N-terminal	medium	true								
030.Oecobius navus	chr01	-	matched	Oena_spid00001	27657194	27667777	acsp	true	Full_length	4	Oena_spid_00001	27657184	27667777	cysp	true	Full_length	high	false	0.7781	1.0	0.9990559803643916	-10	0	false	true	true
030.Oecobius navus	chr07	-	manual_only	Oena_spid00003	49741923	49747412	misp	true	Full_length	3																
030.Oecobius navus	chr09	-	manual_only	Oena_spid00004	16348160	16357417	misp	true	Full_length	3																
030.Oecobius navus	chr09	-	manual_only	Oena_spid00005	16400652	16410143	misp	true	Full_length	3																
030.Oecobius navus	chr09	-	agent_only								Oena_spid_00004	16348160	16348522	misp	false	C-terminal	medium	true	0.8739							
