species	chr	strand	match_status	manual_id	manual_start	manual_end	manual_type	manual_full_length	manual_hint_type	manual_scoring	agent_id	agent_start	agent_end	agent_type	agent_full_length	agent_hint_type	agent_confidence	agent_needs_review	agent_miniprot_identity	manual_in_agent_frac	agent_in_manual_frac	start_diff	end_diff	type_agree	full_length_agree	hint_type_agree
002.Anyphaena bomiensis	chr01	-	matched	Anbo_spid00019	115193582	115200903	masp	true	Full_length	5	Anbo_spid_00019	115193616	115200903	masp	true	Full_length	high	false	0.6006	0.9953558257068706	1.0	34	0	true	true	true
002.Anyphaena bomiensis	chr03	+	matched	Anbo_spid00022	20223309	20237519	acsp	true	Full_length	5	Anbo_spid_00023	20223309	20237519	acsp	true	Full_length	high	false	0.709	1.0	1.0	0	0	true	true	true
002.Anyphaena bomiensis	chr03	+	agent_only								Anbo_spid_00022	20161972	20162438	acsp	false	N-terminal	medium	true								
002.Anyphaena bomiensis	chr03	-	matched	Anbo_spid00021	19522601	19527992	acsp	true	Full_length	4	Anbo_spid_00021	19522601	19527992	acsp	true	Full_length	high	false	0.329	1.0	1.0	0	0	true	true	true
002.Anyphaena bomiensis	chr03	-	matched	Anbo_spid00020	19469625	19476437	acsp	true	Full_length	5	Anbo_spid_00020	19469625	19476437	acsp	true	Full_length	high	false	0.3571	1.0	1.0	0	0	true	true	true
002.Anyphaena bomiensis	chr05	+	matched	Anbo_spid00023	140678273	140689843	pysp	true	Full_length	5	Anbo_spid_00024	140678273	140689843	pysp	true	Full_length	high	false	0.8277	1.0	1.0	0	0	true	true	true
002.Anyphaena bomiensis	chr10	-	agent_only								Anbo_spid_00026	95069435	95078526	misp	true	Full_length	high	false	0.5198							
002.Anyphaena bomiensis	chr10	-	agent_only								Anbo_spid_00025	95056364	95056656	misp	false	C-terminal	medium	true	0.5252							
002.Anyphaena bomiensis	chr10	-	agent_only								Anbo_spid_00027	95140317	95150097	misp	true	Full_length	high	false	0.768							
002.Anyphaena bomiensis	chr12	+	agent_only								Anbo_spid_00028	49958817	49959296	acsp	false	N-terminal	medium	true								
002.Anyphaena bomiensis	chr14	+	agent_only								Anbo_spid_00030	36998206	37006511	misp	true	Full_length	high	false	0.5563							
002.Anyphaena bomiensis	chr14	+	agent_only								Anbo_spid_00033	79828272	79846991	acsp	true	Full_length	high	false	0.9323							
002.Anyphaena bomiensis	chr14	-	agent_only								Anbo_spid_00029	9387589	9464560	misp	true	Full_length	high	false	0.5175							
002.Anyphaena bomiensis	chr14	-	agent_only								Anbo_spid_00031	78149559	78157295	misp	true	Full_length	high	false	0.67							
002.Anyphaena bomiensis	chr14	-	agent_only								Anbo_spid_00032	78237091	78245754	misp	true	Full_length	high	false	0.75							
003.Atypus heterothecus	chr03	-	manual_only	Athe_spid00001	17934212	17934696	acsp	false	N-terminal	2																
003.Atypus heterothecus	chr03	-	agent_only								Athe_spid_00001	17922971	17934677	masp	true	Full_length	medium	true								
003.Atypus heterothecus	chr09	+	manual_only	Athe_spid00003	10033426	10062930	masp	true	Full_length	3																
003.Atypus heterothecus	chr09	-	matched	Athe_spid00002	8575029	8575505	masp	false	Full_length	2	Athe_spid_00002	8575029	8575505	masp	false	N-terminal	medium	true		1.0	1.0	0	0	true	true	false
003.Atypus heterothecus	chr09	-	manual_only	Athe_spid00004	13110577	13142763	masp	true	Full_length	4																
004.Borboropactus sp	chr04	+	matched	Bosp_spid00003	169349725	169360497	cysp	true	Full_length	4	Bosp_spid_00003	169349725	169360497	cysp	true	Full_length	high	false	0.7421	1.0	1.0	0	0	true	true	true
004.Borboropactus sp	chr04	-	matched	Bosp_spid00002	158929948	158942019	acsp	true	Full_length	3	Bosp_spid_00002	158929948	158942019	acsp	true	Full_length	high	false	0.6136	1.0	1.0	0	0	true	true	true
004.Borboropactus sp	chr04	-	matched	Bosp_spid00001	27593684	27606646	pysp	true	Full_length	3	Bosp_spid_00001	27593684	27606646	pysp	true	Full_length	high	false	0.4304	1.0	1.0	0	0	true	true	true
004.Borboropactus sp	chr15	+	matched	Bosp_spid000011	114023689	114032286	masp	true	Full_length	4	Bosp_spid_00011	114023689	114032286	masp	true	Full_length	high	false	0.5488	1.0	1.0	0	0	true	true	true
004.Borboropactus sp	chr15	+	matched	Bosp_spid00005	72464937	72474020	masp	true	Full_length	5	Bosp_spid_00005	72464937	72474020	masp1	true	Full_length	high	false	0.6542	1.0	1.0	0	0	false	true	true
004.Borboropactus sp	chr15	+	matched	Bosp_spid00004	40499713	40500002	misp	false	C-terminal	3	Bosp_spid_00004	40499713	40500017	misp	false	C-terminal	medium	true		1.0	0.9506578947368421	0	15	true	true	true
004.Borboropactus sp	chr15	-	matched	Bosp_spid000010	84647441	84655171	masp1	true	Full_length	5	Bosp_spid_00010	84647441	84655171	masp1/misp	true	Full_length	medium	true	0.6238	1.0	1.0	0	0	false	true	true
004.Borboropactus sp	chr15	-	matched	Bosp_spid00009	84588599	84597148	masp1	true	Full_length	5	Bosp_spid_00009	84588599	84597148	misp	true	Full_length	high	false	0.4876	1.0	1.0	0	0	false	true	true
004.Borboropactus sp	chr15	-	matched	Bosp_spid00008	84542542	84549495	masp1	true	Full_length	5	Bosp_spid_00008	84542542	84549495	misp	true	Full_length	high	false	0.62	1.0	1.0	0	0	false	true	true
004.Borboropactus sp	chr15	-	matched	Bosp_spid00007	84496415	84503431	masp1	true	Full_length	5	Bosp_spid_00007	84496415	84503431	misp	true	Full_length	high	false	0.5556	1.0	1.0	0	0	false	true	true
004.Borboropactus sp	chr15	-	matched	Bosp_spid00006	84424188	84430574	masp	true	Full_length	5	Bosp_spid_00006	84424188	84430574	misp	true	Full_length	high	false	0.5882	1.0	1.0	0	0	false	true	true
005.Bowie medogensis	chr02	+	matched	Bome_spid00005	216528131	216538000	pysp	true	Full_length	5	Bome_spid_00005	216528131	216538000	pysp	true	Full_length	high	false	0.8894	1.0	1.0	0	0	true	true	true
005.Bowie medogensis	chr02	+	matched	Bome_spid00004	124794683	124806070	acsp	true	Full_length	4	Bome_spid_00004	124794683	124806070	acsp	true	Full_length	high	false	0.6803	1.0	1.0	0	0	true	true	true
005.Bowie medogensis	chr02	+	matched	Bome_spid00001	103191777	103200782	acsp	true	Full_length	5	Bome_spid_00001	103191777	103200783	acsp	true	Full_length	high	false	0.8152	1.0	0.9998889629136132	0	1	true	true	true
005.Bowie medogensis	chr02	-	matched	Bome_spid00003	113294868	113311859	cysp	true	Full_length	4	Bome_spid_00003	113294873	113311859	cysp	true	Full_length	high	false	0.6473	0.9997057265611206	1.0	5	0	true	true	true
005.Bowie medogensis	chr02	-	matched	Bome_spid00002	113176320	113176683	cysp	false	Full_length	3	Bome_spid_00002	113176317	113176683	cysp	false	C-terminal	medium	true	0.6221	1.0	0.9918032786885246	-3	0	true	true	false
005.Bowie medogensis	chr07	+	matched	Bome_spid00006	241395822	241402811	masp1	true	Full_length	5	Bome_spid_00006	241395822	241402811	masp1	true	Full_length	high	false	0.7475	1.0	1.0	0	0	true	true	true
005.Bowie medogensis	chr08	-	manual_only	Bome_spid00007	70831550	70840415	masp1	true	Full_length	3																
005.Bowie medogensis	chr10	+	matched	Bome_spid00008	101004239	101004703	masp	false	Full_length	2	Bome_spid_00007	101004218	101004703	masp	false	N-terminal	medium	true		1.0	0.9567010309278351	-21	0	true	true	false
005.Bowie medogensis	chr13	+	matched	Bome_spid00010	83011126	83016576	masp	true	Full_length	5	Bome_spid_00009	83011126	83016576	masp1	true	Full_length	high	false	0.8645	1.0	1.0	0	0	false	true	true
005.Bowie medogensis	chr13	+	matched	Bome_spid00009	37427002	37432115	masp	true	Full_length	4	Bome_spid_00008	37427002	37432115	masp	true	Full_length	high	false	0.66	1.0	1.0	0	0	true	true	true
005.Bowie medogensis	chr13	+	matched	Bome_spid00011	109829672	109836649	masp	true	Full_length	5	Bome_spid_00010	109829672	109836637	masp	true	Full_length	high	false	0.8943	0.9982800630643544	1.0	0	-12	true	true	true
006.Cicurina yinheensis	chr06	-	matched	Ciyi_spid00001	133103422	133131930	pysp	true	Full_length	4	Ciyi_spid_00001	133103422	133131930	pysp	true	Full_length	high	false	0.4135	1.0	1.0	0	0	true	true	true
006.Cicurina yinheensis	chr10	+	matched	Ciyi_spid00003	217812000	217822812	acsp	true	Full_length	4	Ciyi_spid_00003	217812000	217822811	acsp	true	Full_length	high	false	0.5057	0.9999075101738809	1.0	0	-1	true	true	true
006.Cicurina yinheensis	chr10	+	matched	Ciyi_spid00002	217729518	217739817	acsp	true	Full_length	4	Ciyi_spid_00002	217729518	217739816	acsp	true	Full_length	high	false	0.3481	0.9999029031944849	1.0	0	-1	true	true	true
006.Cicurina yinheensis	chr12	+	matched	Ciyi_spid00006	36801006	36835586	acsp	true	Full_length	5	Ciyi_spid_00006	36801006	36835586	acsp	true	Full_length	high	false	0.4857	1.0	1.0	0	0	true	true	true
006.Cicurina yinheensis	chr12	-	matched	Ciyi_spid00005	35962441	35965083	acsp	true	Full_length	5	Ciyi_spid_00005	35962441	35965083	acsp	true	Full_length	high	false	0.4924	1.0	1.0	0	0	true	true	true
006.Cicurina yinheensis	chr12	-	matched	Ciyi_spid00004	35139545	35153047	cysp	true	Full_length	5	Ciyi_spid_00004	35139545	35153047	cysp	true	Full_length	high	false	0.6806	1.0	1.0	0	0	true	true	true
006.Cicurina yinheensis	chr14	-	matched	Ciyi_spid00007	211452289	211486942	acsp	true	Full_length	4	Ciyi_spid_00007	211452286	211486942	acsp	true	Full_length	high	false	0.4857	1.0	0.9999134349030471	-3	0	true	true	true
006.Cicurina yinheensis	chr17	+	matched	Ciyi_spid000011	110893800	110901101	masp	true	Full_length	4	Ciyi_spid_00011	110893800	110901101	masp1	true	Full_length	high	false	0.5243	1.0	1.0	0	0	false	true	true
006.Cicurina yinheensis	chr17	+	matched	Ciyi_spid00009	110791724	110799505	masp	true	Full_length	4	Ciyi_spid_00009	110791724	110799505	masp1	true	Full_length	high	false	0.5909	1.0	1.0	0	0	false	true	true
006.Cicurina yinheensis	chr17	-	matched	Ciyi_spid000010	110844895	110851236	masp	true	Full_length	4	Ciyi_spid_00010	110844895	110851236	masp1	true	Full_length	high	false	0.4476	1.0	1.0	0	0	false	true	true
006.Cicurina yinheensis	chr17	-	manual_only	Ciyi_spid00008	81590340	81590791	misp	true	Full_length	5																
006.Cicurina yinheensis	chr17	-	agent_only								Ciyi_spid_00008	81578557	81590791	misp	true	Full_length	high	false	0.5464							
006.Cicurina yinheensis	chr21	-	manual_only	Ciyi_spid000012	72536099	72555106	masp1	true	Full_length	3																
007.Ctenus medogensis	chr02	+	matched	Ctme_spid00004	213281875	213291744	pysp	true	Full_length	4	Ctme_spid_00004	213281875	213291744	pysp	true	Full_length	high	false	0.8894	1.0	1.0	0	0	true	true	true
007.Ctenus medogensis	chr02	+	matched	Ctme_spid00003	121883017	121893102	acsp	true	Full_length	4	Ctme_spid_00003	121883017	121893102	acsp	true	Full_length	high	false	0.684	1.0	1.0	0	0	true	true	true
007.Ctenus medogensis	chr02	-	matched	Ctme_spid00001	101351943	101360948	acsp	true	Full_length	4	Ctme_spid_00001	101351942	101360948	acsp	true	Full_length	high	false	0.8152	1.0	0.9998889629136132	-1	0	true	true	true
007.Ctenus medogensis	chr02	-	matched	Ctme_spid00002	111108443	111125434	cysp	true	Full_length	4	Ctme_spid_00002	111108448	111125434	cysp	true	Full_length	high	false	0.6517	0.9997057265611206	1.0	5	0	true	true	true
007.Ctenus medogensis	chr07	-	manual_only	Ctme_spid00005	73141278	73142585	flag	false	C-terminal	3																
007.Ctenus medogensis	chr08	+	matched	Ctme_spid00006	239547788	239554765	masp1	true	Full_length	4	Ctme_spid_00005	239547788	239554765	masp1	true	Full_length	high	false	0.7475	1.0	1.0	0	0	true	true	true
007.Ctenus medogensis	chr10	-	matched	Ctme_spid00007	113706843	113707307	masp	false	N-terminal	2	Ctme_spid_00006	113706843	113707328	masp	false	N-terminal	medium	true		1.0	0.9567010309278351	0	21	true	true	true
007.Ctenus medogensis	chr14	+	matched	Ctme_spid00010	107212847	107219812	masp	true	Full_length	4	Ctme_spid_00009	107212847	107219812	masp	true	Full_length	high	false	0.8943	1.0	1.0	0	0	true	true	true
007.Ctenus medogensis	chr14	+	matched	Ctme_spid00009	81620194	81625692	masp	true	Full_length	4	Ctme_spid_00008	81620194	81625692	masp1	true	Full_length	high	false	0.8647	1.0	1.0	0	0	false	true	true
007.Ctenus medogensis	chr14	+	matched	Ctme_spid00008	37181112	37186225	masp	true	Full_length	4	Ctme_spid_00007	37181112	37186225	masp	true	Full_length	high	false	0.66	1.0	1.0	0	0	true	true	true
008.Cybaeus sp	chr07	+	matched	Cysp_spid00001	100538677	100568348	pysp	true	Full_length	3	Cybsp_spid_00001	100538677	100562118	pysp	true	Full_length	medium	true		0.7900306696774628	1.0	0	-6230	true	true	true
008.Cybaeus sp	chr10	-	matched	Cysp_spid00003	161142385	161150684	acsp	true	Full_length	4	Cybsp_spid_00003	161142385	161150684	acsp	true	Full_length	high	false	0.4895	1.0	1.0	0	0	true	true	true
008.Cybaeus sp	chr10	-	matched	Cysp_spid00002	157607854	157620288	cysp	true	Full_length	4	Cybsp_spid_00002	157607854	157620288	cysp	true	Full_length	high	false	0.9036	1.0	1.0	0	0	true	true	true
008.Cybaeus sp	chr12	+	manual_only	Cysp_spid00004	24040398	24042107	masp	false	C-terminal	2																
008.Cybaeus sp	chr16	+	matched	Cysp_spid00008	49306459	49313691	misp	true	Full_length	4	Cybsp_spid_00007	49306459	49313691	masp	true	Full_length	high	false	0.4086	1.0	1.0	0	0	false	true	true
008.Cybaeus sp	chr16	+	matched	Cysp_spid00005	49153530	49176563	misp	true	Full_length	4	Cybsp_spid_00004	49153530	49176564	misp	true	Full_length	high	false	0.8772	1.0	0.9999565859164713	0	1	true	true	true
008.Cybaeus sp	chr16	+	matched	Cysp_spid00009	49669410	49671551	misp	true	Full_length	4	Cybsp_spid_00008	49669410	49671552	misp	true	Full_length	high	false	0.3799	1.0	0.9995331465919701	0	1	true	true	true
008.Cybaeus sp	chr16	+	matched	Cysp_spid00007	49277494	49283201	misp	true	Full_length	4	Cybsp_spid_00006	49277494	49283205	misp	true	Full_length	high	false	0.4032	1.0	0.9992995972684293	0	4	true	true	true
008.Cybaeus sp	chr16	-	matched	Cysp_spid00010	95957378	95964839	misp	true	Full_length	4	Cybsp_spid_00009	95957378	95964839	masp	true	Full_length	high	false	0.5114	1.0	1.0	0	0	false	true	true
008.Cybaeus sp	chr16	-	matched	Cysp_spid00006	49240298	49242361	misp	true	Full_length	4	Cybsp_spid_00005	49240297	49242361	misp	true	Full_length	high	false	0.3645	1.0	0.999515503875969	-1	0	true	true	true
008.Cybaeus sp	ctg2856	+	agent_only								Cybsp_spid_00010	12408	12696	pysp	false	C-terminal	medium	true	0.3379							
009.Cyclocosmia sp	chr11	+	manual_only	Cycl_spid00001	56909079	56910353	acsp	false	C-terminal	4																
009.Cyclocosmia sp	chr32	-	manual_only	Cycl_spid00002	50672705	50673542	cysp	false	C-terminal	2																
009.Cyclocosmia sp	chr43	-	agent_only								Cycsp_spid_00001	55760853	55770947	masp/acsp	true	Full_length	medium	true	0.4517							
009.Cyclocosmia sp	chr53	+	matched	Cycl_spid00003	10917366	10925918	acsp	true	Full_length	4	Cycsp_spid_00002	10917366	10925918	masp	true	Full_length	high	false	0.459	1.0	1.0	0	0	false	true	true
009.Cyclocosmia sp	chr53	-	matched	Cycl_spid00005	12298803	12318494	masp	true	Full_length	4	Cycsp_spid_00004	12298803	12318494	masp	true	Full_length	high	false	0.396	1.0	1.0	0	0	true	true	true
009.Cyclocosmia sp	chr53	-	manual_only	Cycl_spid00004	11482797	11483271	masp	false	Full_length	3																
009.Cyclocosmia sp	chr53	-	agent_only								Cycsp_spid_00003	11479106	11483271	masp	true	Full_length	medium	true	0.4663							
009.Cyclocosmia sp	chr59	-	manual_only	Cycl_spid00006	25435100	25465621	misp	true	Full_length	3																
010.Damarchus sp	chr16	+	matched	Dasp_spid00002	162733786	162761783	masp	true	Full_length	3	Dasp_spid_00002	162733786	162761783	masp	true	Full_length	medium	true	0.3254	1.0	1.0	0	0	true	true	true
010.Damarchus sp	chr16	+	matched	Dasp_spid00001	162559990	162560424	acsp	false	N-terminal	2	Dasp_spid_00001	162559990	162560433	masp	false	N-terminal	medium	true		1.0	0.9796839729119639	0	9	false	true	true
011.Dolomedes nigrimaculatus	chr03	+	matched	Doni_spid00005	131554195	131566614	pysp	true	Full_length	4	Doni_spid_00005	131554195	131566614	pysp	true	Full_length	high	false	0.9064	1.0	1.0	0	0	true	true	true
011.Dolomedes nigrimaculatus	chr03	+	matched	Doni_spid00003	56852009	56865991	acsp	true	Full_length	4	Doni_spid_00003	56852009	56865991	acsp	true	Full_length	high	false	0.8142	1.0	1.0	0	0	true	true	true
011.Dolomedes nigrimaculatus	chr03	+	matched	Doni_spid00004	56889481	56903934	acsp	true	Full_length	4	Doni_spid_00004	56889481	56903931	acsp	true	Full_length	high	false	0.7055	0.999792430637238	1.0	0	-3	true	true	true
011.Dolomedes nigrimaculatus	chr03	-	matched	Doni_spid00002	49358573	49369411	cysp	true	Full_length	4	Doni_spid_00002	49358573	49369411	cysp	true	Full_length	high	false	0.9386	1.0	1.0	0	0	true	true	true
011.Dolomedes nigrimaculatus	chr03	-	matched	Doni_spid00001	45486731	45500959	acsp	true	Full_length	4	Doni_spid_00001	45486730	45500959	acsp	true	Full_length	high	false	0.875	1.0	0.9999297209923396	-1	0	true	true	true
011.Dolomedes nigrimaculatus	chr13	+	matched	Doni_spid00020	34884017	34890910	masp1	true	Full_length	4	Doni_spid_00020	34884017	34890910	masp1	true	Full_length	high	false	0.8341	1.0	1.0	0	0	true	true	true
011.Dolomedes nigrimaculatus	chr13	+	matched	Doni_spid00019	34860396	34867184	masp1	true	Full_length	4	Doni_spid_00019	34860396	34867184	masp1	true	Full_length	high	false	0.8358	1.0	1.0	0	0	true	true	true
011.Dolomedes nigrimaculatus	chr13	+	matched	Doni_spid00018	34836110	34843144	masp1	true	Full_length	4	Doni_spid_00018	34836110	34843144	masp1	true	Full_length	high	false	0.5347	1.0	1.0	0	0	true	true	true
011.Dolomedes nigrimaculatus	chr13	+	matched	Doni_spid00017	34812306	34819325	masp1	true	Full_length	4	Doni_spid_00017	34812306	34819325	masp1	true	Full_length	high	false	0.6667	1.0	1.0	0	0	true	true	true
